        sn_name        |            gal_name            | sn_gal_uncert |    gal_ra    |   gal_dec   | gal_mag | gal_mband | gal_mag_ref | gal_posang | gal_inclination | redshift  | gal_type | gal_logab | gal_log10d | gal_type_code | sn_offset_ew | sn_offset_ns | sn_mag | sn_mflag | sn_mband |  sn_qmag  | sn_optdisc |  max_date  | disc_date  | sn_type  |    sn_ra     |   sn_dec    |    sn_uncert    |   surveys   |                                                                                                                                                                                         discoverer                                                                                                                                                                                         |                                                                                                                                                                                                                                                                                                                       sn_comment                                                                                                                                                                                                                                                                                                                        |                                                                                                                                            gal_comment                                                                                                                                            |                        mod_date_arr                         
1974H | MCG+02-59-036 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1974-07-23 |  | 23 24 27.69 | +13 58 11.1 |  |  |  |  |  | 
1974I |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1974-07-15 |  | 17 31 28.99 | +43 23 23.0 |  |  |  |  |  | 
1974G | NGC4414 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1974-05-01 | 1974-04-20 | Ia | 12 26 29.18 | +31 12 25.0 |  |  |  |  |  | 
1974F |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1974-03-28 |  | 10 43 53.93 | +14 01 05.0 |  |  |  |  |  | 
1974E | NGC4038 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1974-03-21 |  | 12 01 57.27 | -18 52 44.7 |  |  |  |  |  | 
1974D | NGC3916 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1974-03-20 |  | 11 50 54.98 | +55 09 08.8 |  |  |  |  |  | 
1974C | NGC3310 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1974-02-26 |  | 10 38 46.76 | +53 29 58.2 |  |  |  |  |  | 
1974B | NGC5161 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1974-01-28 |  | 13 29 12.80 | -33 09 26.6 |  |  |  |  |  | 
1974A | NGC4156 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1974-01-28 |  | 12 10 48.33 | +39 28 38.0 |  |  |  |  |  | 
1973V | MCG+09-18-102 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1973-12-24 | II | 11 12 19.88 | +54 01 35.6 |  |  |  |  |  | 
1973U | IC0043 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1973-12-24 | II | 00 42 20.51 | +29 38 47.6 |  |  |  |  |  | 
1973T | PGC071062 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1973-12-24 |  | 23 19 15.49 | +13 54 09.7 |  |  |  |  |  | 
1973S | PGC072292 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1973-12-21 |  | 23 44 46.29 | +25 41 43.3 |  |  |  |  |  | 
1973R | NGC3627 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1973-12-23 | 1973-12-19 | IIP | 11 20 11.55 | +12 59 55.5 |  |  |  |  |  | 
1973Q |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1973-10-11 |  | 23 25 11.80 | + 6 20 05.0 |  |  |  |  |  | 
1973O | NGC7337 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1973-09-04 |  | 22 37 24.58 | +34 21 59.3 |  |  |  |  |  | 
1973P | UGC01993 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1973-09-02 |  | 02 31 38.96 | +39 22 47.9 |  |  |  |  |  | 
1973N | NGC7495 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1973-08-31 | 1973-09-02 | Ia | 23 08 56.28 | +12 02 45.9 |  |  |  |  |  | 
1973M | NGC7609 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1973-06-08 |  | 23 19 30.61 | + 9 30 30.2 |  |  |  |  |  | 
1973L | PGC071495 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1973-06-08 |  | 23 27 42.53 | +14 32 35.1 |  |  |  |  |  | 
1973J | NGC4939 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1973-05-21 |  | 13 04 15.60 | -10 20 28.3 |  |  |  |  |  | 
1973K |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1973-04-26 |  | 12 13 42.40 | - 5 58 56.0 |  |  |  |  |  | 
1973I |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1973-04-06 |  | 13 18 18.40 | - 6 56 14.0 |  |  |  |  |  | 
1973H | MCG-01-31-004 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1973-04-06 |  | 12 05 28.08 | - 4 16 21.9 |  |  |  |  |  | 
1973E |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1973-04-06 |  | 12 57 06.00 | - 5 01 04.0 |  |  |  |  |  | 
1973F | NGC4944 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1973-04-09 | 1973-03-31 | I | 13 03 52.00 | +28 11 11.0 |  |  |  |  |  | 
1973D | NGC3570 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1973-01-30 |  | 11 12 04.56 | +27 35 13.0 |  |  |  |  |  | 
1973B |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1973-01-27 | 1973-01-12 | I | 15 15 10.20 | + 2 43 44.0 |  |  |  |  |  | 
1973C | NGC3656 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1973-01-11 |  | 11 23 37.39 | +53 50 25.9 |  |  |  |  |  | 
1973A | NGC3574 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1973-01-11 |  | 11 12 11.98 | +27 37 59.2 |  |  |  |  |  | 
1972Q | NGC4254 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1972-12-16 | 1972-12-14 | IIP | 12 18 50.69 | +14 26 36.8 |  |  |  |  |  | 
1972R | NGC2841 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1972-12-05 | IPec | 09 21 57.64 | +50 57 25.5 |  |  |  |  |  | 
1972P |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1972-10-08 |  | 01 19 30.07 | + 0 32 06.0 |  |  |  |  |  | 
1972O |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1972-10-08 |  | 05 19 05.93 | + 5 59 55.0 |  |  |  |  |  | 
1972N | UGC00279 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1972-10-08 |  | 00 28 11.65 | +30 48 33.6 |  |  |  |  |  | 
1972M | NGC7564 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1972-10-08 |  | 23 15 38.66 | + 7 18 35.9 |  |  |  |  |  | 
1972L | NGC0735 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1972-09-03 |  | 01 56 40.60 | +34 10 14.0 |  |  |  |  |  | 
1972K |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1972-09-01 |  | 01 08 59.92 | +32 13 28.0 |  |  |  |  |  | 
1972J | NGC7634 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1972-08-21 | 1972-08-13 | I | 23 21 41.52 | + 8 52 42.8 |  |  |  |  |  | 
1972H | NGC3147 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1972-07-29 | 1972-08-08 | I | 10 17 00.84 | +73 24 39.7 |  |  |  |  |  | 
1972I |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1972-07-14 |  | 23 15 11.52 | +14 58 09.0 |  |  |  |  |  | 
1972G |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1972-05-18 |  | 17 19 52.86 | +65 55 06.0 |  |  |  |  |  | 
1972F | MCG+09-20-097 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1972-05-18 |  | 12 07 11.25 | +53 40 02.9 |  |  |  |  |  | 
1972E | NGC5253 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1972-05-09 | 1972-05-06 | Ia | 13 39 52.70 | -31 40 09.0 |  |  |  |  |  | 
1972S |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1972-04-06 |  | 12 17 17.93 | +23 54 59.0 |  |  |  |  |  | 
1972D |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1972-03-14 |  | 10 41 36.14 | +12 10 01.0 |  |  |  |  |  | 
1972A | PGC1813755 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1972-01-20 |  | 15 14 42.58 | +27 37 57.2 |  |  |  |  |  | 
1972C | NGC3947 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1972-01-18 |  | 11 53 22.14 | +20 45 15.7 |  |  |  |  |  | 
1972B |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1972-01-18 |  | 11 14 48.69 | +54 30 03.0 |  |  |  |  |  | 
1971U | UGC05912 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-12-16 | I | 10 48 28.07 | +26 34 58.6 |  |  |  |  |  | 
1971T | NGC1090 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-11-23 |  | 02 46 32.81 | - 0 15 02.4 |  |  |  |  |  | 
1971S | NGC0493 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-11-15 | 1971-11-15 | II: | 01 22 12.13 | + 0 57 20.5 |  |  |  |  |  | 
1971R | IC4798 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-10-01 |  | 18 58 21.94 | -62 07 10.4 |  |  |  |  |  | 
1971O | MCG+03-59-059 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-08-30 |  | 23 28 24.76 | +18 27 14.8 |  |  |  |  |  | 
1971Q |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-08-29 |  | 01 10 41.37 | +31 34 03.0 |  |  |  |  |  | 
1971N | PGC000848 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-08-20 |  | 00 12 15.48 | +28 39 01.0 |  |  |  |  |  | 
1971P | NGC7319 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-08-19 | I: | 22 36 05.82 | +33 58 14.3 |  |  |  |  |  | 
1971M |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-08-18 |  | 16 58 44.15 | +66 11 54.0 |  |  |  |  |  | 
1971V |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-08-01 |  | 01 28 48.63 | +32 11 21.0 |  |  |  |  |  | 
1971L | NGC6384 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-06-29 | 1971-06-24 | Ia | 17 32 25.95 | + 7 03 57.8 |  |  |  |  |  | 
1971K | NGC3811 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-06-19 | 1971-06-12 | II: | 11 41 13.98 | +47 41 09.9 |  |  |  |  |  | 
1971J | PGC1441502 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-05-24 |  | 12 06 00.80 | +13 49 18.9 |  |  |  |  |  | 
1971I | NGC5055 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-05-29 | 1971-05-24 | Ia | 13 15 49.60 | +41 59 15.0 |  |  |  |  |  | 
1971H | PGC1831799 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-04-18 |  | 11 20 49.01 | +28 17 19.4 |  |  |  |  |  | 
1971G | NGC4165 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-04-10 | 1971-03-29 | Ia | 12 12 12.00 | +13 14 16.0 |  |  |  |  |  | 
1971F | ESO446-033 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-03-23 |  | 14 13 52.05 | -32 36 28.1 |  |  |  |  |  | 
1971E | PGC091443 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-03-22 |  | 15 25 13.04 | +26 20 58.1 |  |  |  |  |  | 
1971D | NGC5861 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-02-24 |  | 15 09 18.23 | -11 19 15.5 |  |  |  |  |  | 
1971C | NGC3904 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-01-31 |  | 11 49 00.49 | -29 17 36.1 |  |  |  |  |  | 
1971B | MCG+08-22-025 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-01-31 |  | 11 52 33.27 | +49 08 00.9 |  |  |  |  |  | 
1971A | UGC06322 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1971-01-31 |  | 11 18 18.12 | +28 15 24.8 |  |  |  |  |  | 
1970M |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1970-11-26 |  | 10 48 18.89 | +14 03 01.0 |  |  |  |  |  | 
1970L | NGC2968 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1970-10-31 | I | 09 43 21.45 | +31 56 59.2 |  |  |  |  |  | 
1970K | MCG+06-06-077 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1970-10-06 |  | 02 42 34.74 | +36 32 37.2 |  |  |  |  |  | 
1970J | NGC7619 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1970-10-07 | 1970-09-24 | Ia | 23 20 12.74 | + 8 11 52.3 |  |  |  |  |  | 
1970I | PGC070967 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1970-09-04 |  | 23 17 39.88 | + 6 00 01.9 |  |  |  |  |  | 
1970H | UGC12005 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1970-08-29 |  | 22 22 29.43 | +36 00 51.5 |  |  |  |  |  | 
1970N | NGC0365 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1970-08-03 |  | 01 04 18.72 | -35 06 56.5 |  |  |  |  |  | 
1970G | NGC5457 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1970-07-30 | 1970-07-30 | IIL | 14 03 00.83 | +54 14 32.8 |  |  |  |  |  | 
1970P | NGC5230 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1970-06-04 |  | 13 35 31.10 | +13 40 00.7 |  |  |  |  |  | 
1970F |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1970-05-31 |  | 11 50 42.44 | +53 03 05.0 |  |  |  |  |  | 
1970E |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1970-05-31 |  | 12 04 00.22 | +51 54 55.0 |  |  |  |  |  | 
1970D | PGC031589 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1970-04-07 |  | 10 37 52.91 | +10 45 42.3 |  |  |  |  |  | 
1970C | MCG-01-33-068 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1970-03-10 |  | 13 00 36.09 | - 6 28 06.0 |  |  |  |  |  | 
1970B |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1970-03-07 |  | 10 57 00.07 | +14 05 07.0 |  |  |  |  |  | 
1970A | IC3476 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1970-02-15 | II: | 12 32 40.67 | +14 02 33.3 |  |  |  |  |  | 
1970O |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1970-02-02 |  | 12 26 18.00 | +27 45 07.0 |  |  |  |  |  | 
1969P | NGC6946 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1969-12-11 |  | 20 34 51.30 | +60 06 14.9 |  |  |  |  |  | 
1969N |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1969-12-10 |  | 01 30 23.40 | - 0 57 04.0 |  |  |  |  |  | 
1969M | PGC012992 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1969-12-07 |  | 03 29 52.53 | +40 01 45.7 |  |  |  |  |  | 
1969L | NGC1058 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1969-12-05 | 1969-12-02 | IIP | 02 43 46.32 | +37 18 37.4 |  |  |  |  |  | 
1969K | UGC12733 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1969-11-03 |  | 23 40 47.87 | +26 49 47.7 |  |  |  |  |  | 
1969J | MCG+05-04-059 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1969-10-04 |  | 01 26 33.96 | +31 37 05.4 |  |  |  |  |  | 
1969O |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1969-09-16 |  | 01 06 23.60 | + 3 08 53.0 |  |  |  |  |  | 
1969I |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1969-06-17 |  | 15 57 58.80 | +19 28 39.0 |  |  |  |  |  | 
1969H | NGC4725 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1969-06-17 | I | 12 50 27.98 | +25 30 13.2 |  |  |  |  |  | 
1969G | PGC1290891 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1969-04-13 |  | 12 33 50.11 | + 5 53 43.9 |  |  |  |  |  | 
1969F | MCG-03-34-048 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1969-04-12 |  | 13 20 04.41 | -17 07 28.1 |  |  |  |  |  | 
1969E | NGC4526 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1969-03-23 |  | 12 34 02.33 | + 7 41 30.2 |  |  |  |  |  | 
1969D | PGC017055 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1969-02-17 |  | 05 17 42.51 | + 5 51 40.9 |  |  |  |  |  | 
1969C | NGC3811 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1969-02-11 | 1969-02-09 | Ia | 11 41 17.84 | +47 41 32.9 |  |  |  |  |  | 
1969B | NGC3556 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1969-01-25 | 1969-02-06 | II | 11 11 21.07 | +55 40 14.3 |  |  |  |  |  | 
1968Y | PGC005747 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-12-12 |  | 01 32 34.16 | +32 18 51.4 |  |  |  |  |  | 
1968X | NGC4939 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-11-27 |  | 13 04 12.08 | -10 20 14.3 |  |  |  |  |  | 
1968U | NGC4183 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-10-30 |  | 12 13 15.54 | +43 43 26.8 |  |  |  |  |  | 
1968T | MCG+07-34-035 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-10-17 |  | 16 26 53.17 | +41 15 00.1 |  |  |  |  |  | 
1968S | PGC1244532 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-09-28 |  | 21 44 48.89 | + 3 04 23.9 |  |  |  |  |  | 
1968Z | NGC7768 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-09-01 |  | 23 50 56.49 | +27 09 52.1 |  |  |  |  |  | 
1968R | MCG-01-04-056 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-08-21 |  | 01 29 46.22 | - 2 42 27.6 |  |  |  |  |  | 
1968Q | PGC1275632 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-08-21 |  | 01 18 53.09 | + 4 56 32.0 |  |  |  |  |  | 
1968O | PGC001544 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-08-08 | 1968-07-22 |  | 00 24 36.45 | +29 17 19.8 |  |  |  |  |  | 
1968P | PGC085536 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-07-21 |  | 23 37 35.32 | +26 48 51.8 |  |  |  |  |  | 
1968N | MCG+05-02-011 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-07-25 | 1968-07-21 |  | 00 25 16.14 | +30 01 55.6 |  |  |  |  |  | 
1968M | PGC086491 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-07-31 | 1968-07-18 |  | 23 21 02.40 | +15 13 11.7 |  |  |  |  |  | 
1968L | NGC5236 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-07-12 | 1968-07-17 | IIP | 13 37 00.51 | -29 51 59.0 |  |  |  |  |  | 
1968J | PGC050284 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-05-16 |  | 14 05 52.14 | +53 07 33.1 |  |  |  |  |  | 
1968K | PGC084703 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-05-02 |  | 16 03 06.29 | +17 10 19.3 |  |  |  |  |  | 
1968H | PGC044441 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-05-07 | 1968-04-24 | I | 12 58 17.07 | +27 08 14.1 |  |  |  |  |  | 
1968aa | NGC4975 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-04-23 |  | 13 07 51.03 | - 5 00 26.6 |  |  |  |  |  | 
1968I | NGC4981 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-04-23 | I | 13 08 48.68 | - 6 46 30.1 |  |  |  |  |  | 
1968G | PGC023166 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-04-23 | I | 08 15 53.27 | +20 30 06.5 |  |  |  |  |  | 
1968W | NGC2276 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-03-24 |  | 07 27 05.12 | +85 45 26.0 |  |  |  |  |  | 
1968E | NGC2713 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-03-08 | 1968-03-21 | Ia | 08 57 20.78 | + 2 55 02.8 |  |  |  |  |  | 
1968D | NGC6946 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-02-29 | II | 20 34 58.33 | +60 09 34.6 |  |  |  |  |  | 
1968C |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-02-28 |  | 11 00 12.07 | +26 42 58.0 |  |  |  |  |  | 
1968F | NGC3834 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-02-19 |  | 11 43 37.18 | +19 05 36.9 |  |  |  |  |  | 
1968B | NGC4874 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-02-05 |  | 12 59 34.64 | +27 57 37.4 |  |  |  |  |  | 
1968V | NGC2276 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-01-26 | II | 07 26 39.90 | +85 45 55.0 |  |  |  |  |  | 
1968A | NGC1275 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1968-02-03 | 1968-01-25 | I | 03 19 48.89 | +41 30 17.7 |  |  |  |  |  | 
1967K | MCG+06-04-032 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1967-12-29 |  | 01 29 39.49 | +33 49 40.5 |  |  |  |  |  | 
1967J | PGC004234 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1967-11-06 |  | 01 11 06.96 | +33 13 45.9 |  |  |  |  |  | 
1967H | NGC4254 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1967-07-01 | II | 12 18 55.17 | +14 24 40.8 |  |  |  |  |  | 
1967I |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1967-06-30 |  | 15 28 05.77 | +28 39 06.0 |  |  |  |  |  | 
1967G |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1967-05-13 |  | 16 06 06.07 | +18 20 05.0 |  |  |  |  |  | 
1967E | MCG+07-06-018 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1967-03-02 |  | 02 26 21.75 | +42 51 44.0 |  |  |  |  |  | 
1967C | NGC3373 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1967-03-01 | 1967-02-28 | Ia | 10 48 25.05 | +12 32 43.0 |  |  |  |  |  | 
1967D | PGC037345 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1967-02-12 |  | 11 54 13.12 | +20 01 48.1 |  |  |  |  |  | 
1967B | MCG+01-29-028 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1967-01-14 |  | 11 18 15.87 | + 3 52 01.4 |  |  |  |  |  | 
1967A |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1967-01-03 |  | 01 16 30.33 | + 3 01 00.0 |  |  |  |  |  | 
1966J | NGC3198 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1966-12-02 | 1966-12-20 | I | 10 19 45.49 | +45 30 14.4 |  |  |  |  |  | 
